,activity_id,zone_type,zone_index,time
983,2622347438,pace,4,78
984,2622347438,pace,5,5
985,2622347438,pace,6,0
420,2625909390,heartrate,1,30
421,2625909390,heartrate,2,15
422,2625909390,heartrate,3,119
423,2625909390,heartrate,4,345
424,2625909390,heartrate,5,572
991,2625909390,pace,1,0
992,2625909390,pace,2,0
993,2625909390,pace,3,14
994,2625909390,pace,4,494
995,2625909390,pace,5,535
996,2625909390,pace,6,42
425,2629056983,heartrate,1,485
426,2629056983,heartrate,2,2910
427,2629056983,heartrate,3,1446
428,2629056983,heartrate,4,19
429,2629056983,heartrate,5,0
1002,2629056983,pace,1,1959
1003,2629056983,pace,2,2624
1004,2629056983,pace,3,238
1005,2629056983,pace,4,21
1006,2629056983,pace,5,20
1007,2629056983,pace,6,1
430,2636438506,heartrate,1,185
431,2636438506,heartrate,2,2152
432,2636438506,heartrate,3,1179
433,2636438506,heartrate,4,32
434,2636438506,heartrate,5,0
1013,2636438506,pace,1,1001
1014,2636438506,pace,2,2200
1015,2636438506,pace,3,230
1016,2636438506,pace,4,84
1017,2636438506,pace,5,36
1018,2636438506,pace,6,0
435,2642313608,heartrate,1,68
436,2642313608,heartrate,2,408
437,2642313608,heartrate,3,267
438,2642313608,heartrate,4,1167
439,2642313608,heartrate,5,135
1024,2642313608,pace,1,525
1025,2642313608,pace,2,148
1026,2642313608,pace,3,111
1027,2642313608,pace,4,294
1028,2642313608,pace,5,717
1029,2642313608,pace,6,247
440,2649208231,heartrate,1,182
441,2649208231,heartrate,2,153
442,2649208231,heartrate,3,978
443,2649208231,heartrate,4,1352
444,2649208231,heartrate,5,0
1035,2649208231,pace,1,102
1036,2649208231,pace,2,1091
1037,2649208231,pace,3,1276
1038,2649208231,pace,4,136
1039,2649208231,pace,5,44
1040,2649208231,pace,6,16
445,2659907238,heartrate,1,17
446,2659907238,heartrate,2,4
447,2659907238,heartrate,3,145
448,2659907238,heartrate,4,466
449,2659907238,heartrate,5,438
1046,2659907238,pace,1,0
1047,2659907238,pace,2,0
1048,2659907238,pace,3,0
1049,2659907238,pace,4,101
1050,2659907238,pace,5,855
1051,2659907238,pace,6,118
450,2662915864,heartrate,1,202
451,2662915864,heartrate,2,1748
452,2662915864,heartrate,3,1003
453,2662915864,heartrate,4,9
454,2662915864,heartrate,5,0
1057,2662915864,pace,1,371
1058,2662915864,pace,2,2138
1059,2662915864,pace,3,294
1060,2662915864,pace,4,59
1061,2662915864,pace,5,29
1062,2662915864,pace,6,8
455,2673933382,heartrate,1,90
456,2673933382,heartrate,2,387
457,2673933382,heartrate,3,1405
458,2673933382,heartrate,4,47
459,2673933382,heartrate,5,0
1068,2673933382,pace,1,64
1069,2673933382,pace,2,1206
1070,2673933382,pace,3,487
1071,2673933382,pace,4,104
1072,2673933382,pace,5,54
1073,2673933382,pace,6,17
460,2677420646,heartrate,1,447
461,2677420646,heartrate,2,711
462,2677420646,heartrate,3,2089
463,2677420646,heartrate,4,135
464,2677420646,heartrate,5,0
1079,2677420646,pace,1,232
1080,2677420646,pace,2,2391
1081,2677420646,pace,3,698
1082,2677420646,pace,4,55
1083,2677420646,pace,5,9
1084,2677420646,pace,6,0
465,2683113610,heartrate,1,96
466,2683113610,heartrate,2,18
467,2683113610,heartrate,3,1288
468,2683113610,heartrate,4,668
469,2683113610,heartrate,5,0
1090,2683113610,pace,1,497
1091,2683113610,pace,2,233
1092,2683113610,pace,3,203
1093,2683113610,pace,4,321
1094,2683113610,pace,5,526
1095,2683113610,pace,6,277
470,2686450439,heartrate,1,27
471,2686450439,heartrate,2,12
472,2686450439,heartrate,3,387
473,2686450439,heartrate,4,269
474,2686450439,heartrate,5,376
1101,2686450439,pace,1,0
1102,2686450439,pace,2,0
1103,2686450439,pace,3,4
1104,2686450439,pace,4,350
1105,2686450439,pace,5,653
1106,2686450439,pace,6,68
475,2691579673,heartrate,1,96
476,2691579673,heartrate,2,1538
477,2691579673,heartrate,3,1006
478,2691579673,heartrate,4,334
479,2691579673,heartrate,5,24
1112,2691579673,pace,1,91
1113,2691579673,pace,2,1722
1114,2691579673,pace,3,1111
1115,2691579673,pace,4,28
1116,2691579673,pace,5,45
1117,2691579673,pace,6,2
480,2700110809,heartrate,1,40
481,2700110809,heartrate,2,3
482,2700110809,heartrate,3,145
483,2700110809,heartrate,4,205
484,2700110809,heartrate,5,677
1123,2700110809,pace,1,0
1124,2700110809,pace,2,0
1125,2700110809,pace,3,34
1126,2700110809,pace,4,212
1127,2700110809,pace,5,600
1128,2700110809,pace,6,228
485,2702009241,heartrate,1,164
486,2702009241,heartrate,2,247
487,2702009241,heartrate,3,1469
488,2702009241,heartrate,4,1909
489,2702009241,heartrate,5,0
1134,2702009241,pace,1,122
1135,2702009241,pace,2,2100
1136,2702009241,pace,3,1222
1137,2702009241,pace,4,291
1138,2702009241,pace,5,36
1139,2702009241,pace,6,21
490,2711459846,heartrate,1,149
491,2711459846,heartrate,2,193
492,2711459846,heartrate,3,1623
493,2711459846,heartrate,4,798
494,2711459846,heartrate,5,7
1145,2711459846,pace,1,203
1146,2711459846,pace,2,1758
1147,2711459846,pace,3,729
1148,2711459846,pace,4,60
1149,2711459846,pace,5,18
1150,2711459846,pace,6,6
495,2714579959,heartrate,1,44
496,2714579959,heartrate,2,590
497,2714579959,heartrate,3,1114
498,2714579959,heartrate,4,308
499,2714579959,heartrate,5,0
1156,2714579959,pace,1,529
1157,2714579959,pace,2,148
1158,2714579959,pace,3,110
1159,2714579959,pace,4,475
1160,2714579959,pace,5,705
1161,2714579959,pace,6,92
500,2717789138,heartrate,1,320
501,2717789138,heartrate,2,1801
502,2717789138,heartrate,3,412
503,2717789138,heartrate,4,0
504,2717789138,heartrate,5,0
1167,2717789138,pace,1,187
1168,2717789138,pace,2,1863
1169,2717789138,pace,3,385
1170,2717789138,pace,4,63
1171,2717789138,pace,5,37
1172,2717789138,pace,6,0
505,2726742455,heartrate,1,39
506,2726742455,heartrate,2,13
507,2726742455,heartrate,3,129
508,2726742455,heartrate,4,566
509,2726742455,heartrate,5,329
1178,2726742455,pace,1,0
1179,2726742455,pace,2,0
1180,2726742455,pace,3,12
1181,2726742455,pace,4,390
1182,2726742455,pace,5,506
1183,2726742455,pace,6,172
510,2731231452,heartrate,1,201
511,2731231452,heartrate,2,891
512,2731231452,heartrate,3,1524
513,2731231452,heartrate,4,166
514,2731231452,heartrate,5,0
1189,2731231452,pace,1,192
1190,2731231452,pace,2,1833
1191,2731231452,pace,3,625
1192,2731231452,pace,4,91
1193,2731231452,pace,5,40
1194,2731231452,pace,6,4
515,2739650274,heartrate,1,17
516,2739650274,heartrate,2,133
517,2739650274,heartrate,3,262
518,2739650274,heartrate,4,184
519,2739650274,heartrate,5,475
1200,2739650274,pace,1,0
1201,2739650274,pace,2,0
1202,2739650274,pace,3,0
1203,2739650274,pace,4,368
1204,2739650274,pace,5,603
1205,2739650274,pace,6,104
520,2743199768,heartrate,1,323
521,2743199768,heartrate,2,2566
522,2743199768,heartrate,3,337
523,2743199768,heartrate,4,0
524,2743199768,heartrate,5,0
1211,2743199768,pace,1,573
1212,2743199768,pace,2,2240
1213,2743199768,pace,3,278
1214,2743199768,pace,4,99
1215,2743199768,pace,5,25
1216,2743199768,pace,6,13
525,2744556999,heartrate,1,433
526,2744556999,heartrate,2,1924
527,2744556999,heartrate,3,341
528,2744556999,heartrate,4,0
529,2744556999,heartrate,5,0
1222,2744556999,pace,1,709
1223,2744556999,pace,2,1788
1224,2744556999,pace,3,167
1225,2744556999,pace,4,21
1226,2744556999,pace,5,15
1227,2744556999,pace,6,0
530,2748520987,heartrate,1,212
531,2748520987,heartrate,2,779
532,2748520987,heartrate,3,1731
533,2748520987,heartrate,4,32
534,2748520987,heartrate,5,0
1233,2748520987,pace,1,209
1234,2748520987,pace,2,1469
1235,2748520987,pace,3,885
1236,2748520987,pace,4,138
1237,2748520987,pace,5,44
1238,2748520987,pace,6,0
535,2755296607,heartrate,1,153
536,2755296607,heartrate,2,1463
537,2755296607,heartrate,3,1307
538,2755296607,heartrate,4,0
539,2755296607,heartrate,5,0
1244,2755296607,pace,1,346
1245,2755296607,pace,2,2144
1246,2755296607,pace,3,301
1247,2755296607,pace,4,85
1248,2755296607,pace,5,20
1249,2755296607,pace,6,0
540,2760518834,heartrate,1,112
541,2760518834,heartrate,2,787
542,2760518834,heartrate,3,445
543,2760518834,heartrate,4,171
544,2760518834,heartrate,5,0
1255,2760518834,pace,1,343
1256,2760518834,pace,2,113
1257,2760518834,pace,3,181
1258,2760518834,pace,4,257
1259,2760518834,pace,5,392
1260,2760518834,pace,6,217
545,2767975792,heartrate,1,521
546,2767975792,heartrate,2,1327
547,2767975792,heartrate,3,2789
548,2767975792,heartrate,4,317
549,2767975792,heartrate,5,0
1266,2767975792,pace,1,137
1267,2767975792,pace,2,2151
1268,2767975792,pace,3,1254
1269,2767975792,pace,4,290
1270,2767975792,pace,5,176
1271,2767975792,pace,6,43
550,2778444688,heartrate,1,357
551,2778444688,heartrate,2,1464
552,2778444688,heartrate,3,501
553,2778444688,heartrate,4,0
554,2778444688,heartrate,5,0
1277,2778444688,pace,1,479
1278,2778444688,pace,2,1431
1279,2778444688,pace,3,306
1280,2778444688,pace,4,63
1281,2778444688,pace,5,41
1282,2778444688,pace,6,4
555,2786550713,heartrate,1,81
556,2786550713,heartrate,2,824
557,2786550713,heartrate,3,1255
558,2786550713,heartrate,4,23
559,2786550713,heartrate,5,0
1288,2786550713,pace,1,92
1289,2786550713,pace,2,1055
1290,2786550713,pace,3,810
1291,2786550713,pace,4,115
1292,2786550713,pace,5,49
1293,2786550713,pace,6,50
560,2791795058,heartrate,1,362
561,2791795058,heartrate,2,1597
562,2791795058,heartrate,3,446
563,2791795058,heartrate,4,17
564,2791795058,heartrate,5,0
1299,2791795058,pace,1,910
1300,2791795058,pace,2,1126
1301,2791795058,pace,3,300
1302,2791795058,pace,4,63
1303,2791795058,pace,5,13
1304,2791795058,pace,6,0
565,2796737579,heartrate,1,281
566,2796737579,heartrate,2,1454
567,2796737579,heartrate,3,967
568,2796737579,heartrate,4,0
569,2796737579,heartrate,5,0
1310,2796737579,pace,1,878
1311,2796737579,pace,2,1541
1312,2796737579,pace,3,173
1313,2796737579,pace,4,60
1314,2796737579,pace,5,27
1315,2796737579,pace,6,15
570,2802869484,heartrate,1,40
571,2802869484,heartrate,2,300
572,2802869484,heartrate,3,30
573,2802869484,heartrate,4,735
574,2802869484,heartrate,5,740
1321,2802869484,pace,1,0
1322,2802869484,pace,2,22
1323,2802869484,pace,3,513
1324,2802869484,pace,4,703
1325,2802869484,pace,5,434
1326,2802869484,pace,6,173
575,2834713015,heartrate,1,468
576,2834713015,heartrate,2,662
577,2834713015,heartrate,3,1731
578,2834713015,heartrate,4,36
579,2834713015,heartrate,5,0
1332,2834713015,pace,1,609
1333,2834713015,pace,2,1807
1334,2834713015,pace,3,434
1335,2834713015,pace,4,50
1336,2834713015,pace,5,0
1337,2834713015,pace,6,0
580,2834714318,heartrate,1,22
581,2834714318,heartrate,2,312
582,2834714318,heartrate,3,120
583,2834714318,heartrate,4,193
584,2834714318,heartrate,5,455
1343,2834714318,pace,1,0
1344,2834714318,pace,2,0
1345,2834714318,pace,3,95
1346,2834714318,pace,4,360
1347,2834714318,pace,5,553
1348,2834714318,pace,6,98
585,2844947889,heartrate,1,256
586,2844947889,heartrate,2,1482
587,2844947889,heartrate,3,961
588,2844947889,heartrate,4,0
589,2844947889,heartrate,5,0
1354,2844947889,pace,1,936
1355,2844947889,pace,2,1494
1356,2844947889,pace,3,214
1357,2844947889,pace,4,49
1358,2844947889,pace,5,8
1359,2844947889,pace,6,0
590,2848681653,heartrate,1,341
591,2848681653,heartrate,2,1592
592,2848681653,heartrate,3,163
593,2848681653,heartrate,4,0
594,2848681653,heartrate,5,0
1365,2848681653,pace,1,758
1366,2848681653,pace,2,1080
1367,2848681653,pace,3,200
1368,2848681653,pace,4,58
1369,2848681653,pace,5,2
1370,2848681653,pace,6,0
595,2851511242,heartrate,1,24
596,2851511242,heartrate,2,984
597,2851511242,heartrate,3,79
598,2851511242,heartrate,4,0
599,2851511242,heartrate,5,0
1376,2851511242,pace,1,0
1377,2851511242,pace,2,0
1378,2851511242,pace,3,38
1379,2851511242,pace,4,278
1380,2851511242,pace,5,588
1381,2851511242,pace,6,185
600,2854794955,heartrate,1,247
601,2854794955,heartrate,2,811
602,2854794955,heartrate,3,3014
603,2854794955,heartrate,4,366
604,2854794955,heartrate,5,0
1387,2854794955,pace,1,317
1388,2854794955,pace,2,2666
1389,2854794955,pace,3,1098
1390,2854794955,pace,4,268
1391,2854794955,pace,5,64
1392,2854794955,pace,6,6
605,2871266969,heartrate,1,264
606,2871266969,heartrate,2,1254
607,2871266969,heartrate,3,3101
608,2871266969,heartrate,4,250
609,2871266969,heartrate,5,0
1398,2871266969,pace,1,476
1399,2871266969,pace,2,3307
1400,2871266969,pace,3,875
1401,2871266969,pace,4,142
1402,2871266969,pace,5,55
1403,2871266969,pace,6,17
610,2879655685,heartrate,1,248
611,2879655685,heartrate,2,1707
612,2879655685,heartrate,3,405
613,2879655685,heartrate,4,8
614,2879655685,heartrate,5,0
1409,2879655685,pace,1,600
1410,2879655685,pace,2,1460
1411,2879655685,pace,3,208
1412,2879655685,pace,4,57
1413,2879655685,pace,5,29
1414,2879655685,pace,6,0
615,2887542635,heartrate,1,22
616,2887542635,heartrate,2,365
617,2887542635,heartrate,3,79
618,2887542635,heartrate,4,80
619,2887542635,heartrate,5,1280
1420,2887542635,pace,1,0
1421,2887542635,pace,2,0
1422,2887542635,pace,3,289
1423,2887542635,pace,4,868
1424,2887542635,pace,5,579
1425,2887542635,pace,6,90
620,2901383662,heartrate,1,310
621,2901383662,heartrate,2,1589
622,2901383662,heartrate,3,499
623,2901383662,heartrate,4,0
624,2901383662,heartrate,5,0
1431,2901383662,pace,1,847
1432,2901383662,pace,2,1252
1433,2901383662,pace,3,217
1434,2901383662,pace,4,52
1435,2901383662,pace,5,31
1436,2901383662,pace,6,1
625,2903714412,heartrate,1,26
626,2903714412,heartrate,2,282
627,2903714412,heartrate,3,65
628,2903714412,heartrate,4,516
629,2903714412,heartrate,5,986
1442,2903714412,pace,1,0
1443,2903714412,pace,2,211
1444,2903714412,pace,3,671
1445,2903714412,pace,4,544
1446,2903714412,pace,5,301
1447,2903714412,pace,6,149
630,2907026370,heartrate,1,672
631,2907026370,heartrate,2,1718
632,2907026370,heartrate,3,85
633,2907026370,heartrate,4,0
634,2907026370,heartrate,5,0
1453,2907026370,pace,1,646
1454,2907026370,pace,2,1545
1455,2907026370,pace,3,196
1456,2907026370,pace,4,58
1457,2907026370,pace,5,20
1458,2907026370,pace,6,0
635,2916423121,heartrate,1,198
636,2916423121,heartrate,2,1465
637,2916423121,heartrate,3,732
638,2916423121,heartrate,4,9
639,2916423121,heartrate,5,0
1464,2916423121,pace,1,747
1465,2916423121,pace,2,1221
1466,2916423121,pace,3,344
1467,2916423121,pace,4,74
1468,2916423121,pace,5,21
1469,2916423121,pace,6,0
640,2916469944,heartrate,1,9
641,2916469944,heartrate,2,25
642,2916469944,heartrate,3,66
643,2916469944,heartrate,4,367
644,2916469944,heartrate,5,647
1475,2916469944,pace,1,0
1476,2916469944,pace,2,18
1477,2916469944,pace,3,89
1478,2916469944,pace,4,445
1479,2916469944,pace,5,402
1480,2916469944,pace,6,164
645,2920069069,heartrate,1,294
646,2920069069,heartrate,2,947
647,2920069069,heartrate,3,2586
648,2920069069,heartrate,4,596
649,2920069069,heartrate,5,0
1486,2920069069,pace,1,349
1487,2920069069,pace,2,2669
1488,2920069069,pace,3,1099
1489,2920069069,pace,4,253
1490,2920069069,pace,5,56
1491,2920069069,pace,6,0
650,2924872773,heartrate,1,321
651,2924872773,heartrate,2,906
652,2924872773,heartrate,3,278
653,2924872773,heartrate,4,0
654,2924872773,heartrate,5,0
1497,2924872773,pace,1,295
1498,2924872773,pace,2,953
1499,2924872773,pace,3,193
1500,2924872773,pace,4,48
1501,2924872773,pace,5,18
1502,2924872773,pace,6,0
655,2928920339,heartrate,1,252
656,2928920339,heartrate,2,883
657,2928920339,heartrate,3,349
658,2928920339,heartrate,4,2
659,2928920339,heartrate,5,0
1508,2928920339,pace,1,313
1509,2928920339,pace,2,895
1510,2928920339,pace,3,206
1511,2928920339,pace,4,56
1512,2928920339,pace,5,19
1513,2928920339,pace,6,0
660,2931498218,heartrate,1,45
661,2931498218,heartrate,2,216
662,2931498218,heartrate,3,92
663,2931498218,heartrate,4,490
664,2931498218,heartrate,5,254
1519,2931498218,pace,1,0
1520,2931498218,pace,2,0
1521,2931498218,pace,3,99
1522,2931498218,pace,4,327
1523,2931498218,pace,5,478
1524,2931498218,pace,6,197
665,2946215645,heartrate,1,18
666,2946215645,heartrate,2,8
667,2946215645,heartrate,3,413
668,2946215645,heartrate,4,170
669,2946215645,heartrate,5,485
1530,2946215645,pace,1,0
1531,2946215645,pace,2,16
1532,2946215645,pace,3,62
1533,2946215645,pace,4,328
1534,2946215645,pace,5,512
1535,2946215645,pace,6,180
670,2949150873,heartrate,1,351
671,2949150873,heartrate,2,1176
672,2949150873,heartrate,3,3143
673,2949150873,heartrate,4,123
674,2949150873,heartrate,5,0
1541,2949150873,pace,1,684
1542,2949150873,pace,2,2826
1543,2949150873,pace,3,1065
1544,2949150873,pace,4,162
1545,2949150873,pace,5,59
1546,2949150873,pace,6,0
675,2954988988,heartrate,1,18
676,2954988988,heartrate,2,18
677,2954988988,heartrate,3,110
678,2954988988,heartrate,4,329
679,2954988988,heartrate,5,615
1552,2954988988,pace,1,0
1553,2954988988,pace,2,0
1554,2954988988,pace,3,45
1555,2954988988,pace,4,270
1556,2954988988,pace,5,573
1557,2954988988,pace,6,202
680,2956884370,heartrate,1,339
681,2956884370,heartrate,2,1412
682,2956884370,heartrate,3,179
683,2956884370,heartrate,4,0
684,2956884370,heartrate,5,0
1563,2956884370,pace,1,119
1564,2956884370,pace,2,1024
1565,2956884370,pace,3,586
1566,2956884370,pace,4,106
1567,2956884370,pace,5,50
1568,2956884370,pace,6,45
685,2961763437,heartrate,1,27
686,2961763437,heartrate,2,2
687,2961763437,heartrate,3,847
688,2961763437,heartrate,4,213
689,2961763437,heartrate,5,4
1574,2961763437,pace,1,0
1575,2961763437,pace,2,10
1576,2961763437,pace,3,92
1577,2961763437,pace,4,298
1578,2961763437,pace,5,440
1579,2961763437,pace,6,253
690,2972222569,heartrate,1,0
691,2972222569,heartrate,2,0
692,2972222569,heartrate,3,388
693,2972222569,heartrate,4,686
694,2972222569,heartrate,5,0
1585,2972222569,pace,1,0
1586,2972222569,pace,2,0
1587,2972222569,pace,3,44
1588,2972222569,pace,4,186
1589,2972222569,pace,5,585
1590,2972222569,pace,6,260
695,2983999775,heartrate,1,73
696,2983999775,heartrate,2,709
697,2983999775,heartrate,3,2933
698,2983999775,heartrate,4,367
699,2983999775,heartrate,5,0
1596,2983999775,pace,1,155
1597,2983999775,pace,2,1982
1598,2983999775,pace,3,1566
1599,2983999775,pace,4,201
1600,2983999775,pace,5,88
1601,2983999775,pace,6,50
700,2988437720,heartrate,1,322
701,2988437720,heartrate,2,1696
702,2988437720,heartrate,3,314
703,2988437720,heartrate,4,2
704,2988437720,heartrate,5,0
1607,2988437720,pace,1,328
1608,2988437720,pace,2,1582
1609,2988437720,pace,3,331
1610,2988437720,pace,4,46
1611,2988437720,pace,5,27
1612,2988437720,pace,6,0
705,2991334300,heartrate,1,126
706,2991334300,heartrate,2,829
707,2991334300,heartrate,3,397
708,2991334300,heartrate,4,28
709,2991334300,heartrate,5,0
1618,2991334300,pace,1,73
1619,2991334300,pace,2,763
1620,2991334300,pace,3,445
1621,2991334300,pace,4,62
1622,2991334300,pace,5,35
1623,2991334300,pace,6,5
710,2996991528,heartrate,1,37
711,2996991528,heartrate,2,128
712,2996991528,heartrate,3,822
713,2996991528,heartrate,4,1067
714,2996991528,heartrate,5,0
1629,2996991528,pace,1,439
1630,2996991528,pace,2,199
1631,2996991528,pace,3,166
1632,2996991528,pace,4,513
1633,2996991528,pace,5,555
1634,2996991528,pace,6,174
715,3004106991,heartrate,1,18
716,3004106991,heartrate,2,7
717,3004106991,heartrate,3,214
718,3004106991,heartrate,4,597
719,3004106991,heartrate,5,1507
1640,3004106991,pace,1,0
1641,3004106991,pace,2,227
1642,3004106991,pace,3,788
1643,3004106991,pace,4,848
1644,3004106991,pace,5,291
1645,3004106991,pace,6,193
720,3011745332,heartrate,1,100
721,3011745332,heartrate,2,824
722,3011745332,heartrate,3,519
723,3011745332,heartrate,4,0
724,3011745332,heartrate,5,0
1651,3011745332,pace,1,158
1652,3011745332,pace,2,825
1653,3011745332,pace,3,342
1654,3011745332,pace,4,69
1655,3011745332,pace,5,28
1656,3011745332,pace,6,12
725,3015296035,heartrate,1,178
726,3015296035,heartrate,2,851
727,3015296035,heartrate,3,1233
728,3015296035,heartrate,4,62
729,3015296035,heartrate,5,0
1662,3015296035,pace,1,249
1663,3015296035,pace,2,1233
1664,3015296035,pace,3,593
1665,3015296035,pace,4,183
1666,3015296035,pace,5,59
1667,3015296035,pace,6,7
730,3017615097,heartrate,1,25
731,3017615097,heartrate,2,798
732,3017615097,heartrate,3,380
733,3017615097,heartrate,4,418
734,3017615097,heartrate,5,0
1673,3017615097,pace,1,260
1674,3017615097,pace,2,258
1675,3017615097,pace,3,180
1676,3017615097,pace,4,324
1677,3017615097,pace,5,231
1678,3017615097,pace,6,371
735,3020908369,heartrate,1,18
736,3020908369,heartrate,2,19
737,3020908369,heartrate,3,340
738,3020908369,heartrate,4,245
739,3020908369,heartrate,5,436
1684,3020908369,pace,1,0
1685,3020908369,pace,2,0
1686,3020908369,pace,3,0
1687,3020908369,pace,4,156
1688,3020908369,pace,5,628
1689,3020908369,pace,6,274
740,3028890085,heartrate,1,208
741,3028890085,heartrate,2,2242
742,3028890085,heartrate,3,81
743,3028890085,heartrate,4,0
744,3028890085,heartrate,5,0
1695,3028890085,pace,1,65
1696,3028890085,pace,2,1412
1697,3028890085,pace,3,666
1698,3028890085,pace,4,246
1699,3028890085,pace,5,101
1700,3028890085,pace,6,43
745,3031654196,heartrate,1,41
746,3031654196,heartrate,2,125
747,3031654196,heartrate,3,647
748,3031654196,heartrate,4,1197
749,3031654196,heartrate,5,0
1706,3031654196,pace,1,299
1707,3031654196,pace,2,294
1708,3031654196,pace,3,139
1709,3031654196,pace,4,105
1710,3031654196,pace,5,728
1711,3031654196,pace,6,446
750,3037443047,heartrate,1,278
751,3037443047,heartrate,2,953
752,3037443047,heartrate,3,159
753,3037443047,heartrate,4,22
754,3037443047,heartrate,5,0
1717,3037443047,pace,1,104
1718,3037443047,pace,2,787
1719,3037443047,pace,3,406
1720,3037443047,pace,4,59
1721,3037443047,pace,5,53
1722,3037443047,pace,6,6
755,3040924780,heartrate,1,26
756,3040924780,heartrate,2,3
757,3040924780,heartrate,3,165
758,3040924780,heartrate,4,302
759,3040924780,heartrate,5,574
1728,3040924780,pace,1,0
1729,3040924780,pace,2,0
1730,3040924780,pace,3,4
1731,3040924780,pace,4,362
1732,3040924780,pace,5,558
1733,3040924780,pace,6,150
760,3044905086,heartrate,1,187
761,3044905086,heartrate,2,1023
762,3044905086,heartrate,3,1454
763,3044905086,heartrate,4,76
764,3044905086,heartrate,5,0
1739,3044905086,pace,1,26
1740,3044905086,pace,2,1160
1741,3044905086,pace,3,1216
1742,3044905086,pace,4,271
1743,3044905086,pace,5,44
1744,3044905086,pace,6,3
765,3051948113,heartrate,1,918
766,3051948113,heartrate,2,1576
767,3051948113,heartrate,3,412
768,3051948113,heartrate,4,10
769,3051948113,heartrate,5,0
1750,3051948113,pace,1,887
1751,3051948113,pace,2,1391
1752,3051948113,pace,3,516
1753,3051948113,pace,4,121
1754,3051948113,pace,5,4
1755,3051948113,pace,6,0
770,3054456437,heartrate,1,22
771,3054456437,heartrate,2,118
772,3054456437,heartrate,3,646
773,3054456437,heartrate,4,1220
774,3054456437,heartrate,5,0
1761,3054456437,pace,1,405
1762,3054456437,pace,2,217
1763,3054456437,pace,3,112
1764,3054456437,pace,4,145
1765,3054456437,pace,5,803
1766,3054456437,pace,6,327
775,3061139289,heartrate,1,574
776,3061139289,heartrate,2,233
777,3061139289,heartrate,3,38
778,3061139289,heartrate,4,141
779,3061139289,heartrate,5,60
1772,3061139289,pace,1,0
1773,3061139289,pace,2,0
1774,3061139289,pace,3,0
1775,3061139289,pace,4,241
1776,3061139289,pace,5,497
1777,3061139289,pace,6,312
780,3064951923,heartrate,1,157
781,3064951923,heartrate,2,873
782,3064951923,heartrate,3,1990
783,3064951923,heartrate,4,28
784,3064951923,heartrate,5,0
1783,3064951923,pace,1,54
1784,3064951923,pace,2,1452
1785,3064951923,pace,3,1322
1786,3064951923,pace,4,207
1787,3064951923,pace,5,16
1788,3064951923,pace,6,0
785,3069206231,heartrate,1,404
786,3069206231,heartrate,2,2232
787,3069206231,heartrate,3,199
788,3069206231,heartrate,4,1
789,3069206231,heartrate,5,0
1794,3069206231,pace,1,355
1795,3069206231,pace,2,2056
1796,3069206231,pace,3,372
1797,3069206231,pace,4,28
1798,3069206231,pace,5,26
1799,3069206231,pace,6,0
790,3073525786,heartrate,1,266
791,3073525786,heartrate,2,815
792,3073525786,heartrate,3,448
793,3073525786,heartrate,4,0
794,3073525786,heartrate,5,0
1805,3073525786,pace,1,146
1806,3073525786,pace,2,711
1807,3073525786,pace,3,624
1808,3073525786,pace,4,11
1809,3073525786,pace,5,15
1810,3073525786,pace,6,19
795,3077602109,heartrate,1,1
796,3077602109,heartrate,2,347
797,3077602109,heartrate,3,672
798,3077602109,heartrate,4,253
799,3077602109,heartrate,5,0
1816,3077602109,pace,1,0
1817,3077602109,pace,2,127
1818,3077602109,pace,3,88
1819,3077602109,pace,4,71
1820,3077602109,pace,5,70
1821,3077602109,pace,6,912
800,3085366693,heartrate,1,546
801,3085366693,heartrate,2,2466
802,3085366693,heartrate,3,1085
803,3085366693,heartrate,4,29
804,3085366693,heartrate,5,0
1827,3085366693,pace,1,449
1828,3085366693,pace,2,2805
1829,3085366693,pace,3,793
1830,3085366693,pace,4,82
1831,3085366693,pace,5,0
1832,3085366693,pace,6,0
805,3088899767,heartrate,1,1671
806,3088899767,heartrate,2,1122
807,3088899767,heartrate,3,99
808,3088899767,heartrate,4,0
809,3088899767,heartrate,5,0
1838,3088899767,pace,1,1015
1839,3088899767,pace,2,1459
1840,3088899767,pace,3,304
1841,3088899767,pace,4,66
1842,3088899767,pace,5,12
1843,3088899767,pace,6,0
810,3091569134,heartrate,1,2180
811,3091569134,heartrate,2,2814
812,3091569134,heartrate,3,347
813,3091569134,heartrate,4,0
814,3091569134,heartrate,5,0
1849,3091569134,pace,1,397
1850,3091569134,pace,2,1493
1851,3091569134,pace,3,134
1852,3091569134,pace,4,23
1853,3091569134,pace,5,296
1854,3091569134,pace,6,1020
815,3096151418,heartrate,1,413
816,3096151418,heartrate,2,1794
817,3096151418,heartrate,3,249
818,3096151418,heartrate,4,7
819,3096151418,heartrate,5,0
1860,3096151418,pace,1,238
1861,3096151418,pace,2,1736
1862,3096151418,pace,3,388
1863,3096151418,pace,4,67
1864,3096151418,pace,5,15
1865,3096151418,pace,6,22
820,3101510285,heartrate,1,39
821,3101510285,heartrate,2,204
822,3101510285,heartrate,3,6
823,3101510285,heartrate,4,157
824,3101510285,heartrate,5,693
1871,3101510285,pace,1,0
1872,3101510285,pace,2,0
1873,3101510285,pace,3,142
1874,3101510285,pace,4,436
1875,3101510285,pace,5,373
1876,3101510285,pace,6,152
825,3107306152,heartrate,1,693
826,3107306152,heartrate,2,2002
827,3107306152,heartrate,3,510
