activity_id,split_index,distance,time,elevation_gain,average_speed,max_speed,average_hr,max_hr,average_cadence
2096712118,14,0.20125,90,3.0,8.064000000000002,14.4,164.9,173.0,80.7
2096712118,15,0.8,183,23.0,15.732000000000001,19.08,167.4,176.0,92.0
2096712118,16,0.21061000000000002,90,2.0,8.424,12.24,164.2,170.0,80.5
2096712118,17,0.8,184,15.0,15.659999999999998,18.36,170.5,176.0,92.3
2098842528,1,1.0,275,30.0,13.104000000000001,16.56,140.4,152.0,88.7
2098842528,2,1.0,275,48.0,13.104000000000001,14.76,157.5,166.0,86.5
2098842528,3,1.0,266,37.0,13.536,16.2,152.4,159.0,86.6
2098842528,4,1.0,265,14.0,13.572000000000001,14.76,149.6,156.0,86.4
2098842528,5,1.0,275,8.0,13.104000000000001,15.48,149.6,153.0,87.1
2098842528,6,1.0,270,11.0,13.32,16.2,149.6,154.0,87.2
2098842528,7,1.0,275,11.0,13.104000000000001,15.120000000000001,147.4,153.0,86.7
2098842528,8,1.0,282,22.0,12.78,14.04,146.4,154.0,86.5
2098842528,9,1.0,290,26.0,12.420000000000002,13.68,151.7,154.0,87.3
2098842528,10,1.0,282,11.0,12.78,13.68,148.5,155.0,86.8
2098842528,11,1.0,284,27.0,12.672,15.120000000000001,144.7,151.0,85.8
2098842528,12,1.0,283,18.0,12.708,16.92,149.4,154.0,86.4
2098842528,13,1.0,270,15.0,13.32,14.76,146.3,151.0,86.2
2098842528,14,1.0,262,15.0,13.751999999999999,17.64,149.5,153.0,87.6
2100772666,1,1.0,203,14.0,17.748,22.32,155.2,168.0,95.5
2100772666,2,0.2,59,3.0,12.204,17.64,161.0,167.0,83.2
2100772666,3,1.0,203,19.0,17.748,20.88,170.7,175.0,94.0
2100772666,4,0.2,61,0.0,11.808,18.0,167.0,175.0,81.6
2100772666,5,1.0,208,18.0,17.316,21.6,174.5,179.0,93.5
2100772666,6,0.2,65,0.0,11.088000000000001,17.28,166.6,178.0,80.9
2100772666,7,1.0,216,23.0,16.668,20.52,174.4,186.0,92.0
2100772666,8,0.2,64,3.0,11.268,16.2,167.0,178.0,81.9
2100772666,9,1.0,226,27.0,15.912,17.28,172.8,183.0,90.8
2100772666,10,0.02665,6,2.0,15.984000000000002,15.120000000000001,173.0,173.0,91.0
2100968638,1,1.0,289,17.0,12.456,16.2,150.7,159.0,88.4
2100968638,2,1.0,285,32.0,12.636,15.120000000000001,162.9,169.0,85.9
2100968638,3,1.0,276,26.0,13.032,14.76,154.7,160.0,85.4
2100968638,4,1.0,274,16.0,13.14,13.68,153.0,157.0,86.1
2100968638,5,1.0,279,33.0,12.888,14.4,156.4,161.0,86.4
2100968638,6,1.0,280,60.0,12.852,19.08,158.9,164.0,86.6
2100968638,7,1.0,264,19.0,13.644,16.2,156.6,165.0,86.6
2100968638,8,1.0,245,15.0,14.688,17.64,156.2,163.0,88.6
2103793596,1,1.0,215,21.0,16.740000000000002,19.44,158.5,175.0,94.1
2103793596,2,1.0,221,17.0,16.272,17.64,177.9,185.0,91.8
2103793596,3,1.0,225,10.0,15.984000000000002,17.64,178.7,181.0,89.2
2103793596,4,1.0,229,9.0,15.732000000000001,18.0,180.4,186.0,86.7
2103793596,5,0.95445,209,7.0,16.452,17.64,183.6,188.0,87.7
2104756352,1,1.0,265,7.0,13.572000000000001,16.2,142.4,158.0,89.6
2104756352,2,1.0,268,49.0,13.428,20.52,162.5,173.0,87.9
2104756352,3,1.0,264,36.0,13.644,15.48,169.3,172.0,87.3
2104756352,4,1.0,273,42.0,13.176,15.120000000000001,171.8,179.0,86.3
2104756352,5,1.0,281,21.0,12.816,18.0,162.9,172.0,86.3
2104756352,6,1.0,244,25.0,14.76,17.64,164.3,168.0,87.3
2104756352,7,1.0,253,16.0,14.22,17.64,166.9,170.0,87.1
2104756352,8,1.0,255,17.0,14.112,17.64,161.7,168.0,85.0
2104756352,9,1.0,271,32.0,13.284,15.120000000000001,165.9,175.0,86.4
2104756352,10,1.0,269,45.0,13.392000000000001,16.56,167.4,179.0,86.2
2104756352,11,1.0,295,40.0,12.204,15.840000000000002,170.4,177.0,85.7
2104756352,12,1.0,283,28.0,12.708,18.720000000000002,163.3,169.0,85.5
2104756352,13,1.0,258,19.0,13.968,19.08,158.1,162.0,86.4
2104756352,14,1.0,278,44.0,12.96,15.48,162.5,167.0,85.8
2104756352,15,1.0,277,23.0,12.996,15.48,160.6,167.0,85.4
2104756352,16,1.0,261,12.0,13.788,16.56,154.0,160.0,86.3
2104756352,17,0.023440000000000003,5,0.0,16.884,14.04,155.6,156.0,86.8
2109702664,1,0.8,184,0.0,15.659999999999998,28.08,148.1,160.0,92.3
2109702664,2,0.21327000000000002,90,7.0,8.532,16.2,150.9,161.0,82.0
2109702664,3,0.8,176,21.0,16.38,20.52,160.8,169.0,92.8
2109702664,4,0.2152,90,8.0,8.604000000000001,15.48,155.6,168.0,81.7
2109702664,5,0.8,177,10.0,16.272,19.8,164.2,173.0,92.4
2109702664,6,0.22116,90,9.0,8.856,15.840000000000002,155.4,170.0,81.3
2109702664,7,0.8,176,27.0,16.38,19.08,164.5,174.0,92.1
2109702664,8,0.22194,90,9.0,8.892000000000001,16.56,158.4,170.0,81.3
2109702664,9,0.8,179,28.0,16.092,19.8,163.9,172.0,92.0
2109702664,10,0.22801,90,10.0,9.107999999999999,15.48,157.4,168.0,82.0
2109702664,11,0.8,179,21.0,16.092,18.720000000000002,164.4,171.0,91.7
2109702664,12,0.22032,117,11.0,8.82,15.840000000000002,150.2,169.0,82.7
2109702664,13,0.8,182,18.0,15.840000000000002,19.44,163.2,171.0,91.2
2109702664,14,0.22194999999999998,106,10.0,8.892000000000001,14.76,151.5,169.0,81.8
2109702664,15,0.8,181,24.0,15.912,20.52,163.7,172.0,91.3
2109702664,16,0.22863,90,5.0,9.144,16.92,157.4,170.0,81.8
2109702664,17,0.8,180,27.0,15.984000000000002,19.44,164.0,173.0,91.8
2109702664,18,0.22199000000000002,90,15.0,8.892000000000001,15.840000000000002,157.8,169.0,81.3
2109702664,19,0.8,172,22.0,16.740000000000002,20.88,166.1,175.0,93.0
2109702664,20,0.01351,2,0.0,24.336,17.64,171.0,172.0,93.5
2113016252,1,1.0,286,22.0,13.32,18.720000000000002,144.8,152.0,87.1
2113016252,2,1.0,271,58.0,13.284,17.64,161.0,177.0,86.6
2113016252,3,1.0,250,16.0,14.4,18.720000000000002,157.2,164.0,86.3
2113016252,4,1.0,254,9.0,14.184,15.840000000000002,156.3,160.0,86.7
2113016252,5,1.0,292,18.0,13.572000000000001,15.48,154.1,161.0,86.2
2113016252,6,0.85239,214,3.0,14.328,17.28,155.3,157.0,87.1
2139774036,1,1.0,314,0.0,11.448,14.04,142.6,154.0,86.6
2139774036,2,1.0,276,169.0,13.032,23.400000000000002,157.3,173.0,85.5
2139774036,3,1.0,268,52.0,13.428,16.92,148.7,156.0,85.1
2139774036,4,1.0,274,5.0,13.14,14.76,146.6,151.0,85.2
2139774036,5,1.0,286,148.0,12.6,24.840000000000003,148.6,154.0,85.2
2139774036,6,1.0,283,108.0,12.708,20.52,150.2,158.0,85.4
2139774036,7,1.0,282,47.0,12.78,16.2,143.0,157.0,84.7
2139774036,8,1.0,278,52.0,12.96,17.28,139.5,147.0,85.4
2139774036,9,1.0,268,19.0,13.428,18.0,141.6,147.0,85.9
