average_cadence,average_hr,average_speed,chip_time,distance,elevation_gain,event_type,id,kudos,location,max_hr,max_speed,position,run_type,suffer_score,time,timestamp
83,160.7,14.6484,1499,6.0998,50.3,W,3221486681,14,Welwyn Garden City,181,23.4,0,I,52,1499,26/03/2020 19:11
80.1,132.5,12.1104,631,2.1227,15,W,3221487211,3,Welwyn Garden City,152,16.2,0,WD,4,631,26/03/2020 19:40
80.8,141.2,12.8736,4445,15.2817,163.4,W,3226333723,21,Welwyn Garden City,170,23.76,0,M,62,4445,28/03/2020 08:16
81.8,147.6,13.2048,4092,15.0112,173.7,W,3234227832,19,Welwyn Garden City,169,27.72,0,M,76,4092,30/03/2020 10:47
80.9,149.3,13.1436,2288,8.3428,122.5,W,3239724069,14,Welwyn Garden City,167,19.44,0,M,46,2288,31/03/2020 19:25
80,145.3,12.8484,969,3.4585,19.8,W,3247506051,1,Welwyn Garden City,172,17.28,0,WU,17,969,02/04/2020 19:28
79.6,161.6,13.446,1623,5.9834,34.3,W,3247507649,13,Welwyn Garden City,188,24.84,0,I,57,1623,02/04/2020 19:46
80.1,142.9,11.7684,646,2.1118,10.5,W,3247508267,2,Welwyn Garden City,162,19.44,0,WD,9,646,02/04/2020 20:20
80.5,153.5,12.8232,4904,17.4268,170.2,W,3252798387,21,Welwyn Garden City,179,22.32,0,L,127,4904,04/04/2020 08:45
79.3,155.5,12.5532,2858,9.8377,174.4,W,3262744078,14,Welwyn Garden City,178,18.36,0,M,77,2858,06/04/2020 16:01
79.8,147.8,13.0824,991,3.4737,24,W,3268219553,3,Welwyn Garden City,164,18,0,WU,19,991,07/04/2020 19:10
79.8,155.8,14.5584,1394,5.6368,16,W,3268221219,8,Welwyn Garden City,180,23.4,0,I,39,1394,07/04/2020 19:30
79.8,145.2,12.0564,485,1.6245,5.3,W,3268221925,2,Welwyn Garden City,165,18,0,WD,8,485,07/04/2020 19:59
81.1,143.8,12.6216,2284,8.0068,120.3,W,3274443776,14,Welwyn Garden City,169,21.6,0,M,32,2284,09/04/2020 08:12
