activity_id,split_average_cadence,split_average_hr,split_average_speed,split_distance,split_elevation_gain,split_index,split_max_hr,split_max_speed,split_time
2920069069,79.8,149.8,3.62,1000,12,8,169,4.5,276
2920069069,81.1,164.5,3.57,1000,25,9,170,4.1,280
2920069069,81,165.2,3.68,1000,39,10,168,4.3,272
2920069069,81,165.1,3.6,1000,35,11,168,4.5,278
2920069069,80.1,160.4,3.69,1000,18,12,170,4.5,271
2920069069,80.3,144.7,3.62,1000,18,13,154,4.4,276
2920069069,80.9,157,3.57,1000,24,14,161,4.7,280
2920069069,81.1,158.1,3.52,1000,33,15,169,4.3,284
2920069069,80.7,147.2,3.68,1000,14,16,164,4.9,272
2920069069,81,136,5.2,10.4,0,17,136,4.2,2
2916469944,85.6,164.4,4.41,1000,34,1,178,6.3,227
2916469944,84.8,179.1,4.48,1000,30,2,184,5.8,223
2916469944,84.6,184,4.57,1000,10,3,187,6.1,219
2916469944,85.2,186.3,4.52,1000,6,4,190,6.1,221
2916469944,85.9,189.7,4.42,995.15,44,5,197,6.2,225
2916423121,77.4,140,3.32,1000,26,1,158,3.7,301
2916423121,78.1,152.7,3.4,1000,55,2,170,4.5,294
2916423121,78.2,143.9,3.42,1000,16,3,154,3.9,292
2916423121,78.7,150.2,3.31,1000,52,4,162,3.8,302
2916423121,77.9,150.7,3.39,1000,29,5,156,4,295
2916423121,78.2,147.4,3.5,1000,39,6,159,4,286
2916423121,78.9,150.7,3.38,1000,34,7,158,3.9,296
2916423121,79.1,140.3,3.53,1000,10,8,161,4.1,283
2916423121,79.9,148,3.59,190.35,7,9,152,5.1,53
2907026370,77,125.9,3.3,1000,20,1,149,3.8,315
2907026370,77.6,140.5,3.44,1000,24,2,156,4.5,291
2907026370,78,143,2.82,5.63,0,3,143,3.7,2
2907026370,78.2,141.8,3.33,1000,36,4,163,3.8,300
2907026370,78.6,143.2,3.33,1000,40,5,152,3.8,300
2907026370,78,138.3,3.45,1000,22,6,152,3.9,290
2907026370,79.1,140.9,3.31,1000,25,7,156,3.8,302
2907026370,79.4,138.4,3.41,1000,11,8,155,3.9,293
2907026370,80.4,138.9,3.6,1000,7,9,150,4.3,278
2907026370,81.6,145.2,3.5,356.97,2,10,154,4.6,102
2903714412,85.4,144.3,4.24,1000,11,1,155,5.5,236
2903714412,83.4,161.3,4.24,1000,19,2,189,5.6,236
2903714412,82.2,180.8,3.85,1000,38,3,189,5.6,260
2903714412,82.6,183.4,4.05,1000,25,4,187,5.9,247
2903714412,83.4,183.5,4.31,1000,25,5,190,6.7,232
2903714412,81.2,185.3,3.86,1000,39,6,192,5.2,259
2903714412,83.8,183.3,4.37,1000,25,7,187,6.1,229
2903714412,82.7,187.4,3.95,691.58,33,8,194,5,175
2901383662,76.6,135.9,3.28,1000,54,1,155,4,305
2901383662,77.6,151.5,3.36,1000,44,2,157,4.6,298
2901383662,77.7,147,3.3,1000,60,3,166,4.4,303
2901383662,77.8,147.4,3.32,1000,26,4,158,4.5,301
2901383662,77.9,140.6,3.44,1000,15,5,150,4.5,291
2901383662,78.3,145.5,3.26,1000,28,6,153,4.2,307
2901383662,78.2,142.2,3.33,1000,26,7,164,4.3,300
2901383662,78.7,143.4,3.48,1000,18,8,150,4.3,287
2901383662,79,148,7.46,14.91,3,9,148,4.2,2
2887542635,86,145,4.48,1000,21,1,159,5.8,223
2887542635,85.1,148.3,4.61,1000,23,2,167,6.6,217
2887542635,83.6,180.3,4.42,1000,23,3,190,5.8,226
2887542635,83.7,186.2,4.35,1000,13,4,190,6,230
2887542635,83.4,187.7,4.39,1000,19,5,191,6.2,228
2887542635,83.3,186.6,4.33,1000,30,6,189,5.9,231
2887542635,83.1,188.2,4.27,1000,29,7,194,6.3,234
2887542635,83.7,189.7,4.46,1000,24,8,195,5.7,224
2887542635,91.2,189.2,5.49,54.93,0,9,190,5.4,10
2879655685,77.6,134.5,3.34,1000,25,1,153,3.9,299
2879655685,78.1,149.1,3.42,1000,34,2,157,4.1,292
2879655685,78.7,148,3.29,1000,39,3,169,3.8,304
2879655685,78.6,151,3.47,1000,35,4,162,4,288
2879655685,78.5,141.9,3.37,1000,22,5,151,3.8,297
2879655685,79.1,146.5,3.41,1000,28,6,154,4.1,293
2879655685,78.9,140.4,3.46,1000,22,7,155,4.9,289
2879655685,79.7,141.1,3.52,1000,21,8,150,4,284
2879655685,80,150,3.85,11.54,0,9,150,3.1,3
2871266969,79.1,132.2,3.58,1000,14,1,152,4.7,279
2871266969,80.2,158.3,3.58,1000,30,2,164,5.8,279
2871266969,80.6,161.5,3.51,1000,43,3,169,5.5,285
2871266969,80.6,160,3.52,1000,50,4,171,5.3,284
2871266969,80.7,165.9,3.62,1000,44,5,171,5.9,276
2871266969,80,154,3.58,1000,39,6,164,5.7,279
2871266969,80,150.4,3.55,1000,32,7,169,5.2,282
2871266969,80.3,150.8,3.52,1000,18,8,170,4.9,284
2871266969,80.9,161.1,3.42,1000,49,9,168,4.8,292
2871266969,80.4,158.7,3.4,1000,39,10,164,6.1,294
2871266969,80.6,159.9,3.38,1000,45,11,164,6.2,296
2871266969,80.3,154.3,3.64,1000,19,12,163,5.1,275
2871266969,80.4,140.4,3.51,1000,21,13,149,4.7,285
2871266969,80.8,154.7,3.39,1000,46,14,163,4.7,295
2871266969,81.2,158.5,3.44,1000,36,15,164,4.7,291
2871266969,80.8,154.3,3.58,1000,16,16,165,5.3,279
2871266969,80.8,147.9,3.58,1000,15,17,156,4.8,279
2871266969,81.8,150.2,4.01,112.34,4,18,152,4.7,28
2854794955,78.7,130.5,3.6,1000,3,1,152,5,298
2854794955,80.4,156.3,3.61,1000,38,2,166,5.6,277
2854794955,79.7,159.4,3.72,1000,26,3,166,5.5,269
2854794955,80.4,165.7,3.62,1000,54,4,180,5.7,276
2854794955,80.6,165.9,3.68,1000,39,5,172,5.7,272
2854794955,80.1,157.9,3.77,1000,41,6,167,5.3,265
2854794955,79.9,151,3.6,1000,27,7,165,4.9,278
2854794955,79.7,148.3,3.64,1000,11,8,160,4.3,275
2854794955,80.6,163,3.47,1000,41,9,169,4.6,288
2854794955,80.2,160.7,3.62,1000,31,10,166,4.6,276
2854794955,80.5,161.9,3.56,1000,49,11,170,5.5,281
2854794955,80.1,154.9,3.65,1000,9,12,167,5,274
2854794955,80.5,147.4,3.61,1000,34,13,162,4.4,277
2854794955,80.8,162,3.56,1000,33,14,173,4.2,281
2854794955,80.5,163.7,3.64,1000,35,15,167,4.3,275
2854794955,80.2,155.7,3.75,1000,19,16,167,4.9,267
2854794955,81,141,4.72,9.43,0,17,141,4.4,2
2851511242,86.3,138.9,4.42,1000,29,1,149,5.2,226
2851511242,85.2,145.8,4.57,1000,15,2,151,5,219
2851511242,85.4,148.3,4.78,1000,5,3,153,5.5,209
2851511242,85.6,146.7,4.67,1000,5,4,153,5.2,214
2851511242,86,147,7.08,7.08,0,5,147,4.8,1
2851511242,85.8,148.7,4.53,983.46,21,6,155,5.3,217
2848681653,78,135.8,3.32,1000,38,1,150,4.5,301
2848681653,78.5,142,3.4,1000,46,2,147,5,294
2848681653,78.5,139.6,3.33,1000,43,3,143,4,300
2848681653,78.6,149.2,3.36,1000,26,4,161,3.9,298
2848681653,78.3,141.8,3.29,1000,35,5,147,3.7,304
2848681653,79,142.4,3.34,1000,26,6,151,3.9,299
2848681653,78.8,138,3.37,1000,10,7,160,3.9,297
2848681653,78,144,7.06,7.06,0,8,144,3.2,1
2844947889,78.1,138.2,3.34,1000,35,1,160,4.5,299
2844947889,79.2,154.8,3.36,1000,31,2,160,5.1,298
2844947889,78.8,152,3.32,1000,32,3,166,3.9,301
2844947889,78.6,148.9,3.28,1000,21,4,164,3.9,305
2844947889,78.5,141.2,3.25,1000,19,5,152,4,308
2844947889,78.9,154.1,3.38,1000,40,6,162,4.3,296
2844947889,78.6,141.9,3.34,1000,13,7,150,4.1,299
2844947889,79.9,142.8,3.4,1000,23,8,149,4.1,294
2844947889,80.1,149.7,3.39,1000,40,9,166,4.5,295
2844947889,80,155,6.84,6.84,0,10,155,3.2,1
2834714318,85.6,147.4,4.37,1000,33,1,162,5.7,229
2834714318,85.1,150.3,4.55,1000,17,2,155,5.1,220
2834714318,85.2,175.9,4.61,1000,7,3,189,5.9,217
2834714318,85.6,186.9,4.63,1000,20,4,192,5.2,216
2834714318,84.8,190.8,4.43,982.47,26,5,195,5,222
2834713015,76.6,117.2,3.36,1000,10,1,125,4.4,298
2834713015,78.2,132,3.44,1000,44,2,159,5.5,291
2834713015,78.1,155.8,3.39,1000,33,3,163,4.4,295
2834713015,78.2,158.2,3.42,1000,49,4,167,4.4,292
2834713015,78.7,161.4,3.51,1000,46,5,167,4.6,285
2834713015,78.1,149.4,3.55,1000,13,6,166,4.2,282
2834713015,78.8,145.6,3.55,1000,34,7,162,5.3,282
2834713015,79.3,161,3.47,1000,29,8,170,4.6,288
2834713015,79.8,160.1,3.38,1000,27,9,168,4.4,296
2834713015,78.5,151.6,3.51,1000,17,10,169,5.1,285
2834713015,80,159,7.62,7.62,0,11,159,3.7,1
2802869484,83.7,137.9,4.1,1000,35,1,159,5.7,244
2802869484,84.1,158.2,4.44,1000,11,2,179,5.8,225
2802869484,84.4,179,4.46,1000,12,3,184,6.6,224
2802869484,83.8,182.3,4.2,1000,33,4,187,5.8,238
2802869484,84,181,4.42,1000,15,5,186,5.8,226
2802869484,84.1,184.4,4.27,1000,24,6,188,7.1,234
2802869484,83,183.7,4.18,1000,30,7,189,5.7,239
2802869484,84.4,184.1,4.55,956.32,15,8,192,7.6,210
2796737579,77.3,135.2,3.25,1000,21,1,157,4.2,308
2796737579,77.9,151,3.37,1000,36,2,161,4.7,297
2796737579,78.6,157,3.39,1000,40,3,165,4.6,306
2796737579,78.8,151.6,3.41,1000,30,4,163,4.7,293
2796737579,78.2,145.1,3.38,1000,21,5,160,4.6,296
2796737579,78.6,151.7,3.3,1000,28,6,160,4.4,303
2796737579,79.5,139.7,3.3,1000,23,7,150,4.6,303
2796737579,79.5,141.2,3.4,1000,37,8,150,5,294
2796737579,80.2,148.7,3.34,1000,31,9,162,4.6,299
2796737579,79,148,5.06,10.12,0,10,148,3.4,2
2791795058,77.6,141.8,3.38,1000,16,1,176,4.4,296
2791795058,78.4,147,3.45,1000,30,2,154,4.7,303
2791795058,78.5,149.9,3.39,1000,33,3,172,4.6,295
2791795058,78.8,152.3,3.3,1000,28,4,165,4.6,303
2791795058,78.5,142.3,3.34,1000,21,5,151,4.1,299
2791795058,79.1,143.4,3.23,1000,28,6,156,4.1,310
2791795058,79.3,142.6,3.25,1000,35,7,157,4.2,308
2791795058,78.4,135,3.29,1000,9,8,161,4.3,304
2791795058,79,133,4.57,9.13,0,9,133,3.5,2
2786550713,80.9,141.5,3.68,1000,19,1,156,4.8,272
2786550713,80.6,155.3,3.72,1000,30,2,165,5.4,284
2786550713,81.1,153.4,3.68,1000,51,3,168,5,272
2786550713,80.6,153.4,3.72,1000,28,4,157,5.4,269
2786550713,80.5,151.3,3.8,1000,16,5,165,5.3,263
2786550713,81.1,157.4,3.61,1000,35,6,165,5,277
2786550713,80.9,156.3,3.6,1000,31,7,167,5,278
2786550713,80.3,143.5,3.79,1000,2,8,160,5.2,264
2786550713,80.5,144.5,6.81,13.62,0,9,145,4.1,2
2778444688,78.9,133.1,3.44,1000,19,1,151,4.3,291
2778444688,79.9,144.7,3.53,1000,18,2,153,4.9,283
2778444688,80.2,153.9,3.39,1000,45,3,165,4.5,295
2778444688,79.2,148.2,3.45,1000,18,4,162,4.6,290
2778444688,79.6,142.9,3.41,1000,30,5,155,5.1,293
2778444688,80.3,146.1,3.34,1000,45,6,155,4.5,299
2778444688,80,140.1,3.45,1000,16,7,152,4,290
2778444688,80.8,140.4,3.6,1000,41,8,148,4.6,278
2778444688,81.5,140,4.71,9.42,0,9,140,3.4,2
2767975792,80.1,134.4,3.75,1000,2,1,152,5,267
2767975792,82.6,156.6,3.82,1000,23,2,164,5.8,262
2767975792,81.6,155.3,3.85,1000,46,3,160,5.5,260
2767975792,81.3,160.4,3.76,1000,54,4,166,5.3,266
2767975792,81.8,165.8,3.79,1000,72,5,172,5.5,264
2767975792,80.9,166.4,3.76,1000,31,6,180,5.8,266
2767975792,80.5,152.2,3.7,1000,10,7,164,5.3,270
2767975792,81.2,150.3,3.79,1000,34,8,159,5.3,264
2767975792,81.7,161,3.6,1000,34,9,168,5,278
2767975792,81.6,161.1,3.73,1000,44,10,166,5,268
2767975792,81.7,160.8,3.68,1000,20,11,167,5.4,272
2767975792,81.3,153.8,3.5,1000,45,12,169,5.7,286
2767975792,83.4,143.8,3.75,1000,33,13,148,5.7,267
2767975792,81.9,127.9,3.5,1000,14,14,152,5.6,1190
2767975792,81.4,134.8,3.75,1000,9,15,144,4.9,267
2767975792,83,143,4.44,8.88,0,16,143,3.8,2
2760518834,82.9,134.4,4.28,800,0,1,145,5.8,187
2760518834,76.9,140,2.41,216.67,0,2,146,5.1,90
2760518834,84.6,137.9,4.65,800,24,3,143,6.8,172
2760518834,78.4,138,2.06,185.02,10,4,142,4.7,90
2760518834,85,142.8,4.57,800,24,5,147,7.7,175
2760518834,78.4,151.8,2.91,262.21,3,6,166,5.1,90
2760518834,85.2,163.2,4.52,800,37,7,171,6.2,177
2760518834,78.3,158,2.89,260.13,8,8,164,4.7,90
2760518834,85,163.5,4.57,800,41,9,172,6.3,175
2760518834,78.5,159.7,3.05,274.41,8,10,171,4.9,90
2760518834,85.3,152.6,4.52,800,39,11,171,6.2,177
2760518834,86,165,6.19,12.37,0,12,165,4.6,2
2755296607,78.2,130.8,3.37,1000,27,1,137,4.4,297
2755296607,79.6,138.7,3.42,1000,58,2,140,5,292
2755296607,80.3,141.9,3.4,1000,47,3,144,4.5,294
2755296607,80.2,145.1,3.48,1000,18,4,147,4.7,287
2755296607,80.3,148.4,3.46,1000,26,5,150,4.8,289
2755296607,80.4,151.5,3.45,1000,29,6,153,4.7,290
2755296607,80.8,154.5,3.45,1000,22,7,155,4.8,319
2755296607,81.5,155,3.46,1000,47,8,155,4.5,289
2755296607,82,155,3.52,1000,32,9,155,4.8,284
2755296607,81.4,155,3.61,1000,34,10,155,4.9,277
2755296607,82,155,6.97,13.94,0,11,155,4.2,2
2748520987,80.4,128.8,3.61,1000,5,1,146,4.8,288
2748520987,82.2,152.4,3.64,1000,30,2,161,5,275
2748520987,81.1,159.8,3.72,1000,36,3,166,5.4,269
2748520987,81.9,161.6,3.57,1000,59,4,167,4.5,280
2748520987,81.5,163.4,3.8,1000,29,5,169,4.9,263
2748520987,81,158.9,3.62,1000,36,6,172,4.5,276
2748520987,81.1,160.7,3.68,1000,9,7,166,5.3,272
2748520987,80.8,148.6,3.7,1000,47,8,156,5.5,270
2748520987,80.6,149,3.58,1000,34,9,163,5.5,279
2748520987,80.8,151.1,3.6,1000,28,10,157,5.2,278
2748520987,81,149,7.33,7.33,0,11,149,3.5,1
2744556999,78.3,132.5,3.25,1000,18,1,147,3.8,308
2744556999,78.8,145.8,3.3,1000,48,2,160,4.1,303
2744556999,78.8,151.5,3.36,1000,57,3,163,3.8,298
2744556999,78.7,145.5,3.38,1000,22,4,160,3.9,296
2744556999,79.1,140.5,3.38,1000,17,5,146,3.8,296
2744556999,79.5,143,3.37,1000,17,6,149,3.9,297
2744556999,79.8,143.8,3.3,1000,39,7,150,4.5,303
2744556999,79.7,143.9,3.29,1000,29,8,156,3.9,304
2744556999,79.7,132.7,3.46,1000,26,9,144,4.5,289
2744556999,80,142,4.24,8.47,0,10,142,3.5,2
2743199768,78,134.9,3.39,1000,18,1,153,3.9,295
2743199768,79.1,150.1,3.51,1000,21,2,166,4.2,285
2743199768,79.7,143.3,3.51,1000,52,3,150,4.1,285
2743199768,79.8,152.8,3.47,1000,50,4,164,4.1,288
2743199768,79.1,144.8,3.51,1000,21,5,149,4.1,285
2743199768,79.6,147.4,3.37,1000,17,6,161,3.9,297
2743199768,80,142.3,3.39,1000,23,7,150,3.8,295
2743199768,79.8,146.6,3.36,1000,28,8,153,3.9,298
2743199768,80.2,148.7,3.27,1000,39,9,157,3.9,306
2743199768,80.1,146.8,3.4,1000,22,10,153,4.1,294
2743199768,80,133.5,3.41,1000,16,11,143,4.4,293
2743199768,82,143,7.38,7.38,0,12,143,3.7,1
2739650274,87.5,148.4,4.65,1000,24,1,164,5.7,215
2739650274,85.7,154,4.67,1000,5,2,181,5.2,214
2739650274,84.4,181,4.5,1000,24,3,185,5.3,222
2739650274,84.7,184.7,4.5,1000,8,4,188,5,222
2739650274,84.8,186.4,4.65,929.74,22,5,188,5.3,200
2731231452,80.4,130.2,3.66,1000,13,1,147,4.1,273
2731231452,81.5,146.3,3.7,1000,32,2,162,4.4,270
2731231452,81.1,161,3.53,1000,49,3,166,4.4,283
2731231452,81.1,156,3.6,1000,47,4,165,4.6,278
2731231452,81.4,163.1,3.5,1000,40,5,165,5.6,286
2731231452,80.9,157.4,3.72,1000,6,6,179,4.2,269
2731231452,80.8,149.6,3.6,1000,10,7,164,4.2,278
2731231452,80.8,164,3.53,1000,29,8,171,4.5,283
2731231452,81.1,165.1,3.46,1000,32,9,171,4.6,289
2731231452,80.8,148.7,3.72,1000,21,10,170,5.5,269
2731231452,83,144,9.84,9.84,0,11,144,3.9,1
2726742455,87.2,150.5,4.67,1000,8,1,172,6.3,214
2726742455,86.3,172.8,4.69,1000,13,2,177,5.5,213
2726742455,85.1,175.9,4.52,1000,8,3,183,5.7,221
2726742455,84.2,182.7,4.5,1000,2,4,186,5.3,222
2726742455,84.8,186.7,4.54,939.85,10,5,190,5.3,207
2717789138,78.8,131.8,3.3,1000,32,1,144,3.6,303
2717789138,80.2,144.4,3.57,1000,30,2,150,4.3,280
2717789138,80.3,145.6,3.58,1000,36,3,152,4.1,279
2717789138,79.8,142.5,3.61,1000,23,4,148,4,277
2717789138,80,141.7,3.57,1000,12,5,148,3.9,280
2717789138,80.7,149.2,3.57,1000,22,6,159,4.2,280
2717789138,81.3,154.2,3.55,1000,45,7,163,4.1,282
2717789138,81.1,147.2,3.66,1000,24,8,162,4.4,273
2717789138,81.4,139.4,3.66,1000,34,9,154,4.8,273
2717789138,82,155,4.24,12.73,0,10,155,3.7,3
2714579959,83.5,138.1,4.32,800,14,1,155,5.9,185
2714579959,77,144.9,2.62,235.35,8,2,152,4.5,90
2714579959,85.1,143.2,4.57,800,22,3,149,6.1,175
2714579959,78.3,151.1,2.85,256.33,9,4,157,4.7,90
2714579959,85.4,150.3,4.57,800,23,5,155,5.7,175
2714579959,78.3,157,2.64,237.56,3,6,166,4.8,90
2714579959,85.4,160.4,4.49,800,16,7,165,5.4,178
2714579959,78.3,161.5,2.8,251.66,8,8,165,5.4,90
2714579959,85.4,164.8,4.47,800,20,9,168,5.8,179
2714579959,78.4,165.2,2.75,247.92,5,10,173,4.7,90
2714579959,85.1,162.9,4.47,800,19,11,170,5.3,179
2714579959,78.3,164.2,2.84,255.79,8,12,173,4.3,90
2714579959,85.4,169.2,4.44,800,10,13,175,6,180
2714579959,78.4,166.6,2.85,256.15,3,14,174,4.9,90
2714579959,85.9,162.1,4.65,800,15,15,168,6,172
2714579959,89,161,7.04,14.07,4,16,161,5,2
2711459846,79.6,132.6,3.6,1000,11,1,151,4,278
2711459846,80.5,159,3.58,1000,28,2,165,6.1,279
2711459846,80.9,158.7,3.68,1000,31,3,163,4.4,272
2711459846,81.4,161.6,3.57,1000,44,4,167,4.3,280
2711459846,81.8,168.2,3.64,1000,38,5,182,4.3,275
2711459846,80.6,164,3.83,1000,2,6,186,4.3,261
2711459846,81,165.7,3.65,1000,38,7,170,4.1,274
2711459846,80.7,168.5,3.52,1000,27,8,176,4.2,284
2711459846,80.4,168,3.44,1000,48,9,176,4.9,291
2711459846,79.8,159.8,3.65,1000,9,10,173,4.7,274
2711459846,80,157,8.6,8.6,0,11,158,3.9,1
2702009241,81.1,132.1,3.75,1000,10,1,147,4.4,267
2702009241,82.3,156.3,3.79,1000,30,2,166,6.1,264
2702009241,82.4,164.6,3.76,1000,47,3,175,4.7,266
2702009241,82.3,165.5,3.72,1000,26,4,174,4.4,269
2702009241,82.6,170,3.76,1000,42,5,177,4.7,266
2702009241,81,169.7,3.76,1000,16,6,173,4.8,266
2702009241,81.1,161.1,3.76,1000,35,7,177,4.6,266
2702009241,80.7,163.1,3.82,1000,9,8,176,5.5,262
2702009241,80.6,173.7,3.51,1000,43,9,180,3.9,285
2702009241,80.1,172.5,3.64,1000,29,10,176,4.4,275
2702009241,80.6,173.9,3.57,1000,34,11,179,4.4,280
2702009241,80.1,169.2,3.56,1000,26,12,179,4.4,281
2702009241,80.4,167.4,3.75,1000,32,13,177,5.5,267
2702009241,80.9,164.7,3.7,1000,16,14,171,4.2,270
2700110809,88.5,156.3,4.78,1000,9,1,177,6.8,209
2700110809,87.1,171.1,4.74,1000,30,2,187,5.8,211
2700110809,86.1,185.1,4.72,1000,7,3,189,6.1,212
2700110809,85,188.9,4.46,1000,22,4,191,6.1,224
2700110809,85.1,190.4,4.54,975.99,8,5,193,6.2,215
2691579673,80.7,138.5,3.75,1000,3,1,153,5,267
2691579673,81.9,158,3.68,1000,40,2,169,5.6,272
2691579673,81.7,164.4,3.75,1000,42,3,169,4.9,267
2691579673,81.6,168.4,3.53,1000,53,4,175,4.4,283
2691579673,81.4,166.1,3.85,1000,20,5,200,5.1,260
2691579673,81,149.9,3.75,1000,8,6,163,5,267
2691579673,81.5,146,3.6,1000,27,7,151,4.3,278
2691579673,80.6,146.4,3.52,1000,23,8,158,4.5,284
2691579673,80.6,146.9,3.58,1000,23,9,156,4.2,279
2691579673,80.5,146.8,3.83,1000,6,10,161,4.5,261
2691579673,80.9,155.2,3.65,1000,43,11,163,5.6,274
2686450439,87.7,151.2,4.61,1000,13,1,175,6.1,217
2686450439,86.6,157.2,4.69,1000,7,2,160,5.5,213
2686450439,85.4,177.7,4.44,1000,10,3,184,5.7,225
2686450439,85.1,183.8,4.57,1000,18,4,187,5.6,219
2686450439,85.6,188.2,4.67,925.53,8,5,193,5.4,198
2683113610,84.8,145.2,3.86,800,122,1,172,6.5,207
2683113610,77.7,159.6,2.61,235.18,13,2,168,4.4,90
2683113610,85.7,159.8,4.57,800,17,3,164,6.2,175
2683113610,78,161.5,2.8,252.4,9,4,163,4.6,90
2683113610,86,164.6,4.62,800,15,5,170,5.5,173
2683113610,78.4,161,2.74,246.94,10,6,167,5,90
2683113610,85.8,168.7,4.52,800,33,7,175,5.4,177
2683113610,78.3,165.4,2.83,254.4,12,8,174,4.7,90
2683113610,86.2,163.3,4.55,800,36,9,168,5.6,176
2683113610,78.3,163.3,2.7,243.26,9,10,174,4.9,90
2683113610,86.6,161.1,4.57,800,34,11,164,5.6,175
2683113610,78.7,163,2.73,245.98,26,12,175,4.6,90
2683113610,86.4,171.9,4.6,800,37,13,179,5.6,174
2683113610,78.7,167.7,2.91,262.18,29,14,176,5.2,90
2683113610,87.4,167,4.6,800,39,15,172,5.6,174
2683113610,91,165,4.29,17.15,0,16,165,4.8,4
2677420646,79.1,129.4,3.73,1000,10,1,142,4.6,268
2677420646,79.9,133.9,3.7,1000,30,2,139,5.1,270
2677420646,79.9,150,3.65,1000,39,3,168,5,274
2677420646,79.7,162.8,3.58,1000,40,4,172,4.9,279
2677420646,79.8,163.2,3.5,1000,45,5,170,5,286
2677420646,79.5,152.1,3.68,1000,5,6,161,5,272
2677420646,79.8,153.7,3.42,1000,17,7,163,4.5,292
2677420646,80.2,160.1,3.47,1000,21,8,163,4.5,288
2677420646,80.3,157.5,3.51,1000,4,9,162,4.4,285
2677420646,80.4,156.1,3.4,1000,28,10,162,4.6,294
2677420646,80.8,160.5,3.37,1000,42,11,165,4.4,297
2677420646,80.6,148.5,3.69,1000,18,12,162,5,271
2677420646,81,153,4.82,9.63,0,13,153,3.2,2
2673933382,79.6,145.5,3.72,1000,33,1,166,4.4,269
2673933382,79.9,159.7,3.72,1000,37,2,162,4.9,269
2673933382,79.6,159.5,3.53,1000,42,3,172,4.2,283
2673933382,79.7,160.6,3.66,1000,19,4,167,4.2,273
2673933382,79.3,155.4,3.56,1000,15,5,162,4,281
2673933382,80,153.2,3.5,1000,27,6,159,4.2,286
2673933382,80.3,148.8,3.79,1000,15,7,161,4.3,264
2673933382,80,155,8.59,8.59,0,8,155,3.2,1
2662915864,78.5,140.2,3.37,1000,22,1,160,4.2,297
2662915864,79.2,157,3.48,1000,17,2,179,4.7,287
2662915864,79.9,154,3.52,1000,49,3,163,4.8,284
2662915864,79.4,152,3.44,1000,36,4,158,4.4,291
2662915864,80,144.9,3.61,1000,26,5,154,4.6,277
2662915864,79.8,146.2,3.44,1000,32,6,163,4.3,291
2662915864,80.4,143,3.4,1000,20,7,150,4.3,294
2662915864,80.8,146,3.37,1000,33,8,151,4.8,297
2662915864,81.9,151.1,3.4,1000,35,9,155,4.7,294
2662915864,81.2,143.3,3.61,1000,6,10,161,4.7,277
2662915864,70.7,125,4.47,8.93,0,11,133,3.2,68
2659907238,87.6,160.1,4.83,1000,38,1,171,5.5,207
2659907238,85.9,171,4.63,1000,48,2,182,5.2,216
2659907238,85.5,180.3,4.63,1000,21,3,184,5,216
2659907238,85.2,183.9,4.61,1000,37,4,186,5.1,217
2659907238,85.5,186.4,4.67,1000,19,5,189,5.2,214
2649208231,79.2,126.9,3.57,1000,8,1,148,4.9,280
2649208231,80.7,155.2,3.76,1000,36,2,163,5.5,266
2649208231,80.8,163,3.72,1000,36,3,169,5.2,269
2649208231,80.9,168.4,3.64,1000,53,4,175,5.6,275
2649208231,80.5,170.9,3.86,1000,22,5,177,5.2,259
2649208231,80.5,169.8,3.69,1000,33,6,178,5.3,271
2649208231,80.6,171.1,3.82,1000,39,7,178,5.7,262
2649208231,80.5,166.1,3.88,1000,18,8,171,6.1,258
2649208231,80.5,166.6,3.83,1000,50,9,175,5,261
2649208231,81.4,173.3,3.91,1000,42,10,180,5.7,256
2649208231,83,180,4.89,9.77,0,11,180,3.8,2
2642313608,83.9,136.7,4.35,800,27,1,152,6,184
2642313608,74.1,139.6,2.55,229.85,11,2,146,4.9,90
2642313608,85.9,138.6,4.57,800,12,3,151,6.3,175
2642313608,77.6,156.1,2.66,239.43,9,4,172,4.3,90
2642313608,85.5,170.2,4.57,800,13,5,179,6.2,175
2642313608,78.1,167.7,2.86,257.06,10,6,176,4.4,90
2642313608,85.5,173.7,4.65,800,29,7,182,6.3,172
2642313608,78,171.7,2.8,251.64,6,8,180,4.9,90
2642313608,85.6,176.2,4.57,800,28,9,186,6.5,175
2642313608,78.2,172.4,2.73,246.14,12,10,180,4.5,90
2642313608,85.3,176.8,4.52,800,39,11,185,6.1,177
2642313608,78.3,173,2.86,257.41,14,12,183,4.3,90
2642313608,85.1,175.9,4.47,800,23,13,184,6,179
2642313608,78.3,172.8,2.75,247.89,16,14,180,5.1,90
2642313608,86.3,177.7,4.68,800,37,15,186,6.6,171
2642313608,88,181,12.95,12.95,0,16,182,4.9,1
2636438506,78.8,140.4,3.46,1000,21,1,161,5,289
2636438506,79.7,159.7,3.41,1000,66,2,168,4.7,293
2636438506,79.8,153.6,3.51,1000,25,3,164,4.1,285
2636438506,80.4,161.3,3.37,1000,55,4,172,4,297
2636438506,79.6,150.8,3.51,1000,11,5,164,4.1,285
2636438506,79.5,148.9,3.36,1000,31,6,157,3.9,298
2636438506,79.6,140.5,3.27,1000,20,7,143,4.5,306
2636438506,80.6,142.4,3.32,1000,14,8,148,3.7,301
2636438506,80.5,147.5,3.37,1000,42,9,152,4.1,297
2636438506,80.5,146.4,3.33,1000,29,10,151,5.6,300
2636438506,80.4,149.9,3.3,1000,37,11,154,3.9,303
